Time,"Theta - radians (5 m, 20 degrees)","Theta - degrees (5 m, 20 degrees)","Theta - radians (5 m, 15 degrees)","Theta - degrees (5 m, 15 degrees)","Theta - radians (2.5 m, 20 degrees)","Theta - degrees (2.5 m, 20 degrees)","Theta - radians (2.5 m, 15 degrees)","Theta - degrees (2.5 m, 15 degrees)"
12.95,15.04196947,0.262531893,11.2814771,0.19689892,17.48458135,0.305163513,13.11343601,0.228872635
12.925,14.57151587,0.254320929,10.9286369,0.190740697,17.9436049,0.313174985,13.45770368,0.234881239
12.95,15.04196947,0.262531893,11.2814771,0.19689892,17.48458135,0.305163513,13.11343601,0.228872635
12.95,15.04196947,0.262531893,11.2814771,0.19689892,17.48458135,0.305163513,13.11343601,0.228872635
12.95,15.04196947,0.262531893,11.2814771,0.19689892,17.48458135,0.305163513,13.11343601,0.228872635
12.9625,15.27032222,0.266517401,11.45274166,0.19988805,17.23893449,0.300876166,12.92920087,0.225657125
12.96875,15.38274925,0.268479622,11.53706194,0.201359717,17.11214204,0.298663221,12.83410653,0.223997415
12.99615385,15.86168298,0.276838593,11.89626224,0.207628945,16.52554145,0.288425109,12.39415609,0.216318832
13,15.92704941,0.277979452,11.94528705,0.208484589,16.4392781,0.286919529,12.32945857,0.215189647
12.975,15.49399854,0.270421289,11.62049891,0.202815967,16.98272932,0.296404543,12.73704699,0.222303407
13,15.92704941,0.277979452,11.94528705,0.208484589,16.4392781,0.286919529,12.32945857,0.215189647
13,15.92704941,0.277979452,11.94528705,0.208484589,16.4392781,0.286919529,12.32945857,0.215189647
13,15.92704941,0.277979452,11.94528705,0.208484589,16.4392781,0.286919529,12.32945857,0.215189647
13.0125,16.13629132,0.281631413,12.10221849,0.211223559,16.15236489,0.281911949,12.11427367,0.211433962
13.01875,16.23906312,0.283425119,12.17929734,0.212568839,16.00518726,0.279343215,12.00389044,0.209507411
13.04615385,16.6748984,0.291031879,12.5061738,0.21827391,15.33124743,0.267580746,11.49843557,0.20068556
13.05,16.73411866,0.292065468,12.550589,0.219049101,15.23300144,0.26586603,11.42475108,0.199399523
13.025,16.34059162,0.285197126,12.25544372,0.213897844,15.85555887,0.276731707,11.89166915,0.20754878
13.05,16.73411866,0.292065468,12.550589,0.219049101,15.23300144,0.26586603,11.42475108,0.199399523
13.05,16.73411866,0.292065468,12.550589,0.219049101,15.23300144,0.26586603,11.42475108,0.199399523
13.05,16.73411866,0.292065468,12.550589,0.219049101,15.23300144,0.26586603,11.42475108,0.199399523
13.0625,16.92322488,0.295365994,12.69241866,0.221524496,14.90763135,0.260187251,11.18072351,0.195140438
13.06875,17.01583807,0.296982399,12.76187855,0.222736799,14.7415097,0.257287881,11.05613228,0.192965911
13.09615385,17.40644017,0.303799692,13.05483013,0.227849769,13.98682985,0.244116233,10.49012239,0.183087175
13.1,17.45922421,0.304720947,13.09441816,0.228540711,13.87756325,0.242209171,10.40817244,0.181656878
13.075,17.1071485,0.298576067,12.83036137,0.22393205,14.57313079,0.254349115,10.92984809,0.190761836
13.1,17.45922421,0.304720947,13.09441816,0.228540711,13.87756325,0.242209171,10.40817244,0.181656878
13.1,17.45922421,0.304720947,13.09441816,0.228540711,13.87756325,0.242209171,10.40817244,0.181656878
13.1,17.45922421,0.304720947,13.09441816,0.228540711,13.87756325,0.242209171,10.40817244,0.181656878
13.1125,17.62726849,0.307653873,13.22045137,0.230740405,13.51692229,0.235914799,10.13769171,0.176936099
13.11875,17.70926946,0.30908506,13.28195209,0.231813795,13.33348329,0.232713184,10.00011247,0.174534888
13.14615385,18.0527252,0.315079494,13.5395439,0.23630962,12.50545323,0.218261333,9.379089926,0.163696
13.15,18.09881449,0.315883904,13.57411087,0.236912928,12.38623597,0.2161806,9.289676979,0.16213545
13.125,17.78991456,0.310492583,13.34243592,0.232869437,13.14800263,0.229475936,9.861001971,0.172106952
13.15,18.09881449,0.315883904,13.57411087,0.236912928,12.38623597,0.2161806,9.289676979,0.16213545
13.15,18.09881449,0.315883904,13.57411087,0.236912928,12.38623597,0.2161806,9.289676979,0.16213545
13.15,18.09881449,0.315883904,13.57411087,0.236912928,12.38623597,0.2161806,9.289676979,0.16213545
13.1625,18.24497375,0.318434864,13.68373032,0.238826148,11.99385553,0.209332269,8.99539165,0.156999202
13.16875,18.31596085,0.319673822,13.73697064,0.239755367,11.79489542,0.20585976,8.846171564,0.15439482
13.19615385,18.610588,0.324816036,13.957941,0.243612027,10.90162323,0.190269219,8.176217424,0.142701914
13.2,18.64975679,0.325499661,13.98731759,0.244124745,10.77362268,0.188035188,8.080217007,0.141026391
13.175,18.38554564,0.320888306,13.78915923,0.24066623,11.59412923,0.202355729,8.695596925,0.151766797
13.2,18.64975679,0.325499661,13.98731759,0.244124745,10.77362268,0.188035188,8.080217007,0.141026391
13.2,18.64975679,0.325499661,13.98731759,0.244124745,10.77362268,0.188035188,8.080217007,0.141026391
13.2,18.64975679,0.325499661,13.98731759,0.244124745,10.77362268,0.188035188,8.080217007,0.141026391
13.2125,18.77331514,0.327656161,14.07998636,0.245742121,10.35334495,0.180699958,7.765008716,0.135524969
13.21875,18.83294067,0.328696823,14.1247055,0.246522617,10.14081194,0.176990557,7.605608955,0.132742918
13.24615385,19.07729614,0.33296163,14.30797211,0.249721223,9.191044543,0.160413989,6.893283407,0.120310492
13.25,19.10935258,0.33352112,14.33201444,0.25014084,9.055514076,0.158048536,6.791635557,0.118536402
13.225,18.89112432,0.329712319,14.16834324,0.247284239,9.926726133,0.173254055,7.4450446,0.129940541
13.25,19.10935258,0.33352112,14.33201444,0.25014084,9.055514076,0.158048536,6.791635557,0.118536402
13.25,19.10935258,0.33352112,14.33201444,0.25014084,9.055514076,0.158048536,6.791635557,0.118536402
13.25,19.10935258,0.33352112,14.33201444,0.25014084,9.055514076,0.158048536,6.791635557,0.118536402
13.2625,19.20970484,0.335272598,14.40727863,0.251454448,8.61145443,0.150298233,6.458590823,0.112723675
13.26875,19.25767676,0.336109866,14.44325757,0.252082399,8.387429639,0.146388263,6.290572229,0.109791197
13.29615385,19.4505637,0.339476378,14.58792278,0.254607283,7.390467152,0.128987985,5.542850364,0.096740989
13.3,19.47535078,0.339908994,14.60651308,0.254931746,7.248733888,0.126514273,5.436550416,0.094885705
13.275,19.30417428,0.336921401,14.47813071,0.25269105,8.162120538,0.142455877,6.121590404,0.106841908
13.3,19.47535078,0.339908994,14.60651308,0.254931746,7.248733888,0.126514273,5.436550416,0.094885705
13.3,19.47535078,0.339908994,14.60651308,0.254931746,7.248733888,0.126514273,5.436550416,0.094885705
13.3,19.47535078,0.339908994,14.60651308,0.254931746,7.248733888,0.126514273,5.436550416,0.094885705
13.3125,19.55200542,0.34124687,14.66400406,0.255935152,6.78524055,0.118424788,5.088930413,0.088818591
13.31875,19.58808876,0.341876643,14.69106657,0.256407482,6.551917633,0.114352535,4.913938224,0.085764401
13.34615385,19.72856241,0.344328371,14.79642181,0.258246278,5.517522313,0.096298931,4.138141734,0.072224198
13.35,19.74595872,0.344631994,14.80946904,0.258473995,5.370974103,0.093741182,4.028230577,0.070305887
13.325,19.62267241,0.342480242,14.71700431,0.256860181,6.317591465,0.110262772,4.738193599,0.082697079
13.35,19.74595872,0.344631994,14.80946904,0.258473995,5.370974103,0.093741182,4.028230577,0.070305887
13.35,19.74595872,0.344631994,14.80946904,0.258473995,5.370974103,0.093741182,4.028230577,0.070305887
13.35,19.74595872,0.344631994,14.80946904,0.258473995,5.370974103,0.093741182,4.028230577,0.070305887
13.3625,19.79854028,0.345549715,14.84890521,0.259162286,4.8925856,0.085391728,3.6694392,0.064043796
13.36875,19.82255831,0.345968909,14.86691874,0.259476682,4.652249254,0.081197067,3.48918694,0.0608978
13.39615385,19.90993063,0.347493843,14.93244797,0.260620383,3.590549898,0.062666918,2.692912424,0.047000188
13.4,19.91985096,0.347666986,14.93988822,0.260750239,3.440621744,0.060050178,2.580466308,0.045037633
13.375,19.8450587,0.346361614,14.88379402,0.259771211,4.411200541,0.076989973,3.308400406,0.05774248
13.4,19.91985096,0.347666986,14.93988822,0.260750239,3.440621744,0.060050178,2.580466308,0.045037633
13.4,19.91985096,0.347666986,14.93988822,0.260750239,3.440621744,0.060050178,2.580466308,0.045037633
13.4,19.91985096,0.347666986,14.93988822,0.260750239,3.440621744,0.060050178,2.580466308,0.045037633
13.4125,19.9481019,0.348160058,14.96107643,0.261120043,2.952022455,0.051522511,2.214016841,0.038641884
13.41875,19.95993699,0.348366619,14.96995274,0.261274964,2.707026053,0.047246518,2.03026954,0.035434888
13.44615385,19.99378002,0.348957291,14.99533501,0.261717968,1.628418822,0.02842127,1.221314117,0.021315953
13.45,19.99617578,0.348999105,14.99713184,0.261749329,1.476578819,0.025771162,1.107434114,0.019328372
13.425,19.9702439,0.348546508,14.97768292,0.261409881,2.461615144,0.042963289,1.846211358,0.032222467
13.45,19.99617578,0.348999105,14.99713184,0.261749329,1.476578819,0.025771162,1.107434114,0.019328372
13.45,19.99617578,0.348999105,14.99713184,0.261749329,1.476578819,0.025771162,1.107434114,0.019328372
13.45,19.99617578,0.348999105,14.99713184,0.261749329,1.476578819,0.025771162,1.107434114,0.019328372
13.4625,19.99995773,0.349065113,14.9999683,0.261798835,0.982553108,0.017148787,0.736914831,0.01286159
13.46875,19.99955189,0.349058029,14.99966392,0.261793522,0.735295656,0.01283333,0.551471742,0.009624998
13.49615385,19.97969988,0.348711547,14.98477491,0.26153366,-0.34965773,-0.006102679,-0.262243297,-0.004577009
13.5,19.97455934,0.348621827,14.98091951,0.26146637,-0.501922765,-0.008760205,-0.376442074,-0.006570154
13.475,19.99761485,0.349024222,14.99821114,0.261768166,0.487925613,0.008515908,0.36594421,0.006386931
13.5,19.97455934,0.348621827,14.98091951,0.26146637,-0.501922765,-0.008760205,-0.376442074,-0.006570154
13.5,19.97455934,0.348621827,14.98091951,0.26146637,-0.501922765,-0.008760205,-0.376442074,-0.006570154
13.5,19.97455934,0.348621827,14.98091951,0.26146637,-0.501922765,-0.008760205,-0.376442074,-0.006570154
13.5125,19.95385378,0.348260447,14.96539033,0.261195335,-0.996537399,-0.017392859,-0.747403049,-0.013044644
13.51875,19.94120901,0.348039754,14.95590676,0.261029816,-1.243634756,-0.021705521,-0.932726067,-0.016279141
13.54615385,19.86775919,0.346757813,14.90081939,0.26006836,-2.324310434,-0.04056687,-1.743232825,-0.030425152
13.55,19.85510753,0.346537,14.89133065,0.25990275,-2.475509522,-0.043205792,-1.856632141,-0.032404344
13.525,19.9270375,0.347792415,14.94527813,0.260844311,-1.490541684,-0.02601486,-1.117906263,-0.019511145
13.55,19.85510753,0.346537,14.89133065,0.25990275,-2.475509522,-0.043205792,-1.856632141,-0.032404344
13.55,19.85510753,0.346537,14.89133065,0.25990275,-2.475509522,-0.043205792,-1.856632141,-0.032404344
13.55,19.85510753,0.346537,14.89133065,0.25990275,-2.475509522,-0.043205792,-1.856632141,-0.032404344
13.5625,19.81001586,0.345750002,14.85751189,0.259312501,-2.965869812,-0.051764193,-2.224402359,-0.038823145
13.56875,19.78519409,0.34531678,14.83889557,0.258987585,-3.210387498,-0.056031832,-2.407790623,-0.042023874
13.59615385,19.65850622,0.34310566,14.74387966,0.257329245,-4.276203492,-0.07463383,-3.207152619,-0.055975373
13.6,19.6384054,0.342754834,14.72880405,0.257066126,-4.424856091,-0.077228308,-3.318642068,-0.057921231
13.575,19.75885753,0.34485712,14.81914315,0.25864284,-3.454413599,-0.060290891,-2.590810199,-0.045218168
13.6,19.6384054,0.342754834,14.72880405,0.257066126,-4.424856091,-0.077228308,-3.318642068,-0.057921231
13.6,19.6384054,0.342754834,14.72880405,0.257066126,-4.424856091,-0.077228308,-3.318642068,-0.057921231
13.6,19.6384054,0.342754834,14.72880405,0.257066126,-4.424856091,-0.077228308,-3.318642068,-0.057921231
13.6125,19.56914849,0.341546073,14.67686137,0.256159555,-4.90616043,-0.085628653,-3.679620322,-0.06422149
13.61875,19.5322713,0.340902445,14.64920348,0.255676833,-5.145704127,-0.089809479,-3.859278095,-0.06735711
13.64615385,19.35296589,0.337772975,14.51472442,0.253329731,-6.186223968,-0.107969977,-4.639667976,-0.080977482
13.65,19.32551438,0.337293856,14.49413578,0.252970392,-6.330874472,-0.110494604,-4.748155854,-0.082870953
13.625,19.49389868,0.340232716,14.62042401,0.255174537,-5.384459898,-0.093976554,-4.038344924,-0.070482415
13.65,19.32551438,0.337293856,14.49413578,0.252970392,-6.330874472,-0.110494604,-4.748155854,-0.082870953
13.65,19.32551438,0.337293856,14.49413578,0.252970392,-6.330874472,-0.110494604,-4.748155854,-0.082870953
13.65,19.32551438,0.337293856,14.49413578,0.252970392,-6.330874472,-0.110494604,-4.748155854,-0.082870953
13.6625,19.23243145,0.335669252,14.42432359,0.251751939,-6.798409928,-0.118654637,-5.098807446,-0.088990978
13.66875,19.18367946,0.334818369,14.3877596,0.251113777,-7.030634025,-0.122707712,-5.272975519,-0.092030784
13.69615385,18.95263475,0.330785878,14.21447606,0.248089409,-8.035668944,-0.140248881,-6.026751708,-0.105186661
13.7,18.91796699,0.330180812,14.18847525,0.247635609,-8.174900935,-0.142678937,-6.131175701,-0.107009203
13.675,19.13345873,0.333941852,14.35009405,0.250456389,-7.26178157,-0.126741998,-5.446336178,-0.095056498
13.7,18.91796699,0.330180812,14.18847525,0.247635609,-8.174900935,-0.142678937,-6.131175701,-0.107009203
13.7,18.91796699,0.330180812,14.18847525,0.247635609,-8.174900935,-0.142678937,-6.131175701,-0.107009203
13.7,18.91796699,0.330180812,14.18847525,0.247635609,-8.174900935,-0.142678937,-6.131175701,-0.107009203
13.7125,18.80151396,0.328148323,14.10113547,0.246111242,-8.624089401,-0.150518755,-6.468067051,-0.112889066
13.71875,18.74112597,0.327094354,14.05584447,0.245320765,-8.84671996,-0.154404391,-6.63503997,-0.115803293
13.74615385,18.45947362,0.322178593,13.84460521,0.241633945,-9.806428655,-0.171154468,-7.354821491,-0.128365851
13.75,18.41775942,0.321450543,13.81331956,0.241087907,-9.938878774,-0.173466159,-7.454159081,-0.130099619
13.725,18.67930311,0.326015341,14.00947733,0.244511506,-9.067995882,-0.158266385,-6.800996911,-0.118699789
13.75,18.41775942,0.321450543,13.81331956,0.241087907,-9.938878774,-0.173466159,-7.454159081,-0.130099619
13.75,18.41775942,0.321450543,13.81331956,0.241087907,-9.938878774,-0.173466159,-7.454159081,-0.130099619
13.75,18.41775942,0.321450543,13.81331956,0.241087907,-9.938878774,-0.173466159,-7.454159081,-0.130099619
13.7625,18.27850667,0.319020124,13.70888,0.239265093,-10.3653218,-0.180908993,-7.773991348,-0.135681745
13.76875,18.20677844,0.31776823,13.65508383,0.238326173,-10.57617882,-0.184589143,-7.932134114,-0.138441857
13.79615385,17.87589799,0.311993277,13.40692349,0.233994957,-11.48116382,-0.200384111,-8.610872868,-0.150288083
13.8,17.82734166,0.311145809,13.37050625,0.233359357,-11.60553512,-0.202554799,-8.70415134,-0.151916099
13.775,18.13365627,0.316492007,13.6002422,0.237369006,-10.78541638,-0.188241027,-8.089062289,-0.14118077
13.8,17.82734166,0.311145809,13.37050625,0.233359357,-11.60553512,-0.202554799,-8.70415134,-0.151916099
13.8,17.82734166,0.311145809,13.37050625,0.233359357,-11.60553512,-0.202554799,-8.70415134,-0.151916099
13.8,17.82734166,0.311145809,13.37050625,0.233359357,-11.60553512,-0.202554799,-8.70415134,-0.151916099
13.8125,17.66597126,0.308329364,13.24947845,0.231247023,-12.00505697,-0.209527771,-9.003792727,-0.157145828
13.81875,17.58325413,0.306885678,13.1874406,0.230164258,-12.20207574,-0.212966397,-9.151556808,-0.159724798
13.84615385,17.20476622,0.300279818,12.90357467,0.225209863,-13.04347544,-0.227651592,-9.782606583,-0.170738694
13.85,17.1496056,0.299317083,12.8622042,0.224487812,-13.15855007,-0.229660024,-9.868912555,-0.172245018
13.825,17.49919079,0.305418496,13.1243931,0.229063872,-12.3972261,-0.216372414,-9.297919573,-0.16227931
13.85,17.1496056,0.299317083,12.8622042,0.224487812,-13.15855007,-0.229660024,-9.868912555,-0.172245018
13.85,17.1496056,0.299317083,12.8622042,0.224487812,-13.15855007,-0.229660024,-9.868912555,-0.172245018
13.85,17.1496056,0.299317083,12.8622042,0.224487812,-13.15855007,-0.229660024,-9.868912555,-0.172245018
13.8625,16.96690794,0.296128407,12.72518095,0.222096306,-13.52723863,-0.236094853,-10.14542897,-0.17707114
13.86875,16.87360705,0.2945,12.65520529,0.220875,-13.70848995,-0.239258285,-10.28136746,-0.179443714
13.89615385,16.44936552,0.287095588,12.33702414,0.215321691,-14.47806536,-0.25268991,-10.85854902,-0.189517432
13.9,16.38787078,0.286022302,12.29090308,0.214516727,-14.58271651,-0.254516417,-10.93703739,-0.190887313
13.875,16.77901429,0.292849045,12.58426072,0.219636783,-13.88764218,-0.242385081,-10.41573164,-0.181788811
13.9,16.38787078,0.286022302,12.29090308,0.214516727,-14.58271651,-0.254516417,-10.93703739,-0.190887313
13.9,16.38787078,0.286022302,12.29090308,0.214516727,-14.58271651,-0.254516417,-10.93703739,-0.190887313
13.9,16.38787078,0.286022302,12.29090308,0.214516727,-14.58271651,-0.254516417,-10.93703739,-0.190887313
13.9125,16.1847407,0.282477014,12.13855553,0.21185776,-14.91696159,-0.260350094,-11.18772119,-0.195262571
13.91875,16.08131305,0.280671861,12.06098479,0.210503896,-15.08067063,-0.263207356,-11.31050298,-0.197405517
13.94615385,15.61339583,0.272505165,11.71004687,0.204378873,-15.77088608,-0.275253888,-11.82816456,-0.206440416
13.95,15.54586817,0.271326585,11.65940113,0.203494939,-15.86408901,-0.276880586,-11.89806675,-0.207660439
13.925,15.97665418,0.278845219,11.98249063,0.209133914,-15.24207048,-0.266024315,-11.43155286,-0.199518236
13.95,15.54586817,0.271326585,11.65940113,0.203494939,-15.86408901,-0.276880586,-11.89806675,-0.207660439
13.95,15.54586817,0.271326585,11.65940113,0.203494939,-15.86408901,-0.276880586,-11.89806675,-0.207660439
13.95,15.54586817,0.271326585,11.65940113,0.203494939,-15.86408901,-0.276880586,-11.89806675,-0.207660439
13.9625,15.32330062,0.267442048,11.49247546,0.200581536,-16.16061766,-0.282055987,-12.12046325,-0.21154199
13.96875,15.21025279,0.265468991,11.40768959,0.199101743,-16.3051814,-0.284579101,-12.22888605,-0.213434325
13.99615385,14.70095174,0.256580011,11.0257138,0.192435008,-16.90927828,-0.29512258,-12.68195871,-0.221341935
14,14.62772191,0.255301909,10.97079143,0.191476432,-16.99012035,-0.29653354,-12.74259026,-0.222400155
13.975,15.09604042,0.263475609,11.32203032,0.197606707,-16.44724844,-0.287058638,-12.33543633,-0.215293979
14,14.62772191,0.255301909,10.97079143,0.191476432,-16.99012035,-0.29653354,-12.74259026,-0.222400155
14,14.62772191,0.255301909,10.97079143,0.191476432,-16.99012035,-0.29653354,-12.74259026,-0.222400155
14,14.62772191,0.255301909,10.97079143,0.191476432,-16.99012035,-0.29653354,-12.74259026,-0.222400155
14.0125,14.38680702,0.251097151,10.79010526,0.188322863,-17.24602898,-0.300999989,-12.93452173,-0.225749991
14.01875,14.26469271,0.248965855,10.69851953,0.186724391,-17.37003184,-0.303164247,-13.02752388,-0.227373185
14.04615385,13.71650239,0.239398129,10.28737679,0.179548596,-17.88209485,-0.312101432,-13.41157114,-0.234076074
14.05,13.63792908,0.238026766,10.22844681,0.178520074,-17.94978445,-0.313282839,-13.46233833,-0.234962129
14.025,14.14148627,0.246815497,10.6061147,0.185111622,-17.49137496,-0.305282084,-13.11853122,-0.228961563
14.05,13.63792908,0.238026766,10.22844681,0.178520074,-17.94978445,-0.313282839,-13.46233833,-0.234962129
14.05,13.63792908,0.238026766,10.22844681,0.178520074,-17.94978445,-0.313282839,-13.46233833,-0.234962129
14.05,13.63792908,0.238026766,10.22844681,0.178520074,-17.94978445,-0.313282839,-13.46233833,-0.234962129
14.0625,13.37984684,0.233522381,10.03488513,0.175141786,-18.16256719,-0.316996598,-13.6219254,-0.237747449
14.06875,13.24926418,0.231243283,9.936948134,0.173432463,-18.26479495,-0.318780809,-13.69859621,-0.239085607
14.09615385,12.66486962,0.221043674,9.498652215,0.165782756,-18.67980996,-0.326024187,-14.00985747,-0.244518141
14.1,12.58133767,0.219585767,9.436003255,0.164689325,-18.73368427,-0.326964471,-14.0502632,-0.245223354
14.075,13.11766713,0.228946482,9.838250345,0.171709861,-18.36422594,-0.320516207,-13.77316945,-0.240387155
14.1,12.58133767,0.219585767,9.436003255,0.164689325,-18.73368427,-0.326964471,-14.0502632,-0.245223354
14.1,12.58133767,0.219585767,9.436003255,0.164689325,-18.73368427,-0.326964471,-14.0502632,-0.245223354
14.1,12.58133767,0.219585767,9.436003255,0.164689325,-18.73368427,-0.326964471,-14.0502632,-0.245223354
14.1125,12.30735218,0.214803818,9.230514135,0.161102863,-18.90125756,-0.329889177,-14.17594317,-0.247416883
14.11875,12.16894076,0.212388083,9.126705568,0.159291062,-18.98070919,-0.33127587,-14.23553189,-0.248456902
14.14615385,11.55120433,0.201606548,8.663403245,0.151204911,-19.29461238,-0.336754514,-14.47095929,-0.252565885
14.15,11.46312288,0.200069237,8.597342163,0.150051928,-19.33414386,-0.337444468,-14.5006079,-0.253083351
14.125,12.02959766,0.209956087,9.022198242,0.157467065,-19.05725444,-0.332611836,-14.29294083,-0.249458877
14.15,11.46312288,0.200069237,8.597342163,0.150051928,-19.33414386,-0.337444468,-14.5006079,-0.253083351
14.15,11.46312288,0.200069237,8.597342163,0.150051928,-19.33414386,-0.337444468,-14.5006079,-0.253083351
14.15,11.46312288,0.200069237,8.597342163,0.150051928,-19.33414386,-0.337444468,-14.5006079,-0.253083351
14.1625,11.17457612,0.195033146,8.380932087,0.146274859,-19.45486683,-0.339551482,-14.59115013,-0.254663611
14.16875,11.02901387,0.192492605,8.271760402,0.144369454,-19.51076435,-0.340527077,-14.63307326,-0.255395308
14.19615385,10.38096124,0.181181953,7.78572093,0.135886465,-19.72048197,-0.34418734,-14.79036148,-0.258140505
14.2,10.28876172,0.179572768,7.716571293,0.134679576,-19.74528354,-0.344620209,-14.80896265,-0.258465157
14.175,10.88260722,0.189937327,8.161955415,0.142452995,-19.56367431,-0.34145053,-14.67275573,-0.256087898
14.2,10.28876172,0.179572768,7.716571293,0.134679576,-19.74528354,-0.344620209,-14.80896265,-0.258465157
14.2,10.28876172,0.179572768,7.716571293,0.134679576,-19.74528354,-0.344620209,-14.80896265,-0.258465157
14.2,10.28876172,0.179572768,7.716571293,0.134679576,-19.74528354,-0.344620209,-14.80896265,-0.258465157
14.2125,9.987066983,0.174307201,7.490300237,0.130730401,-19.81797406,-0.345888898,-14.86348055,-0.259416674
14.21875,9.835066878,0.171654299,7.376300159,0.128740724,-19.84977011,-0.346443844,-14.88732758,-0.259832883
14.24615385,9.15987221,0.159869929,6.869904158,0.119902447,-19.95324862,-0.348249885,-14.96493646,-0.261187414
14.25,9.064006214,0.158196752,6.798004661,0.118647564,-19.96307741,-0.34842143,-14.97230806,-0.261316072
14.225,9.682313781,0.168988255,7.261735336,0.126741191,-19.8785267,-0.346945741,-14.90889502,-0.260209306
14.25,9.064006214,0.158196752,6.798004661,0.118647564,-19.96307741,-0.34842143,-14.97230806,-0.261316072
14.25,9.064006214,0.158196752,6.798004661,0.118647564,-19.96307741,-0.34842143,-14.97230806,-0.261316072
14.25,9.064006214,0.158196752,6.798004661,0.118647564,-19.96307741,-0.34842143,-14.97230806,-0.261316072
14.2625,8.750641202,0.152727501,6.562980901,0.114545625,-19.9870237,-0.348839371,-14.99026778,-0.261629528
14.26875,8.592947734,0.14997523,6.444710801,0.112481423,-19.99440694,-0.348968233,-14.9958052,-0.261726175
14.29615385,7.893918131,0.137774862,5.920438598,0.103331147,-19.99063307,-0.348902367,-14.9929748,-0.261676775
14.3,7.794855207,0.136045888,5.846141405,0.102034416,-19.98539284,-0.348810907,-14.98904463,-0.261608181
14.275,8.434596374,0.147211478,6.32594728,0.110408608,-19.99872857,-0.34904366,-14.99904643,-0.261782745
14.3,7.794855207,0.136045888,5.846141405,0.102034416,-19.98539284,-0.348810907,-14.98904463,-0.261608181
14.3,7.794855207,0.136045888,5.846141405,0.102034416,-19.98539284,-0.348810907,-14.98904463,-0.261608181
14.3,7.794855207,0.136045888,5.846141405,0.102034416,-19.98539284,-0.348810907,-14.98904463,-0.261608181
14.3125,7.471354784,0.130399741,5.603516088,0.097799805,-19.96036042,-0.348374009,-14.97027032,-0.261280507
14.31875,7.308740337,0.127561583,5.481555252,0.095671187,-19.94325855,-0.348075525,-14.95744391,-0.261056644
14.34615385,6.589299645,0.115004974,4.941974734,0.086253731,-19.83226925,-0.346138397,-14.87420194,-0.259603797
14.35,6.487525002,0.113228672,4.865643752,0.084921504,-19.81201132,-0.345784829,-14.85900849,-0.259338622
14.325,7.145566317,0.124713659,5.359174738,0.093535244,-19.9231029,-0.347723743,-14.94232718,-0.260792807
14.35,6.487525002,0.113228672,4.865643752,0.084921504,-19.81201132,-0.345784829,-14.85900849,-0.259338622
14.35,6.487525002,0.113228672,4.865643752,0.084921504,-19.81201132,-0.345784829,-14.85900849,-0.259338622
14.35,6.487525002,0.113228672,4.865643752,0.084921504,-19.81201132,-0.345784829,-14.85900849,-0.259338622
14.3625,6.155473674,0.107433283,4.616605256,0.080574962,-19.7382453,-0.344497369,-14.80368398,-0.258373027
14.36875,5.988734732,0.104523139,4.491551049,0.078392354,-19.69682579,-0.343774462,-14.77261934,-0.257830847
14.39615385,5.252406773,0.091671792,3.939305079,0.068753844,-19.47970787,-0.33998504,-14.6097809,-0.25498878
14.4,5.148418904,0.089856861,3.861314178,0.067392646,-19.4446306,-0.339372826,-14.58347295,-0.254529619
14.375,5.821537281,0.101604993,4.366152961,0.076203745,-19.65239023,-0.342998915,-14.73929267,-0.257249187
14.4,5.148418904,0.089856861,3.861314178,0.067392646,-19.4446306,-0.339372826,-14.58347295,-0.254529619
14.4,5.148418904,0.089856861,3.861314178,0.067392646,-19.4446306,-0.339372826,-14.58347295,-0.254529619
14.4,5.148418904,0.089856861,3.861314178,0.067392646,-19.4446306,-0.339372826,-14.58347295,-0.254529619
14.4125,4.809443058,0.083940617,3.607082293,0.062955462,-19.3228533,-0.337247411,-14.49213998,-0.252935558
14.41875,4.639396309,0.080972741,3.479547231,0.060729556,-19.25752172,-0.33610716,-14.44314129,-0.25208037
14.44615385,3.889787615,0.067889601,2.917340711,0.050917201,-18.9364012,-0.330502549,-14.2023009,-0.247876912
14.45,3.784095852,0.066044932,2.838071889,0.049533699,-18.88684808,-0.329637684,-14.16513606,-0.247228263
14.425,4.468994358,0.077998666,3.351745768,0.058498999,-19.18924136,-0.334915443,-14.39193102,-0.251186582
14.45,3.784095852,0.066044932,2.838071889,0.049533699,-18.88684808,-0.329637684,-14.16513606,-0.247228263
14.45,3.784095852,0.066044932,2.838071889,0.049533699,-18.88684808,-0.329637684,-14.16513606,-0.247228263
14.45,3.784095852,0.066044932,2.838071889,0.049533699,-18.88684808,-0.329637684,-14.16513606,-0.247228263
14.4625,3.439855792,0.060036809,2.579891844,0.045027607,-18.71825194,-0.326695127,-14.03868895,-0.245021345
14.46875,3.267334124,0.057025738,2.450500593,0.042769304,-18.62964801,-0.325148696,-13.97223601,-0.243861522
14.49615385,2.508116279,0.043774887,1.881087209,0.032831165,-18.20766931,-0.317783779,-13.65575198,-0.238337834
14.5,2.401238301,0.041909514,1.800928726,0.031432136,-18.14412554,-0.316674731,-13.60809416,-0.237506048
14.475,3.094562302,0.054010301,2.320921727,0.040507726,-18.53819146,-0.323552478,-13.90364359,-0.242664359
14.5,2.401238301,0.041909514,1.800928726,0.031432136,-18.14412554,-0.316674731,-13.60809416,-0.237506048
